aid,bvid,cid,comment,created_time,date,day,hour_min,length,month,play,time,title,year
28678723,BV15s411g7bZ,49665018,455,1533557682,2018-08-06,06,20:14,11:23,08,57082,2018-08-06 20:14,【嫂】GRWM  人人能画的日常古妆 |,2018
,,103086501,,,,,,,,,,,
29616291,BV1PW411d74q,51512024,461,1534509035,2018-08-17,17,20:30,11:18,08,95095,2018-08-17 20:30,【嫂】超爽的开箱!可以尖叫一百次!给小郭七夕买了啥!,2018
,,38633334,,,,,,,,,,,
,,38388631,,,,,,,,,,,
28860995,BV1ns411M77m,50022294,906,1533735148,2018-08-08,08,21:32,07:30,08,195744,2018-08-08 21:32,【嫂】165cm126斤 微胖穿搭 | 如何在穿搭上显瘦十斤,2018
,,41838484,,,,,,,,,,,
30036776,BV1XW411Q7wJ,52347011,496,1534941368,2018-08-22,22,20:36,07:48,08,179023,2018-08-22 20:36,【嫂】 好看又耐穿 鞋子分享| 种草的一天 ♡,2018
30373496,BV19W411D7qJ,52992381,1001,1535281570,2018-08-26,26,19:06,07:30,08,88976,2018-08-26 19:06,【嫂】自防技巧！滴滴事件的一些反思及告诫,2018
30975373,BV1DW411o7K5,54089035,1284,1535894327,2018-09-02,02,21:18,08:38,09,1163024,2018-09-02 21:18,【嫂】网骗女孩的自我修养,2018
,,43593415,,,,,,,,,,,
31201908,BV1EW411d7cV,54508304,327,1536223132,2018-09-06,06,16:38,06:29,09,119998,2018-09-06 16:38,【嫂x梁不了】表面姐妹 | 三分钟化妆挑战 | 一个拍完就绝交了的视频,2018
,,39303656,,,,,,,,,,,
31601457,BV1dW411C72Y,55258635,1052,1536761795,2018-09-12,12,22:16,16:02,09,410938,2018-09-12 22:16,【恋爱vlog#1】送男朋友出国读书 | 异国恋 | 幸福肥cp | 斗嘴的日常,2018
,,44985473,,,,,,,,,,,
,,39218403,,,,,,,,,,,
32155797,BV1pW411r7eG,56254035,655,1537520854,2018-09-21,21,17:07,13:38,09,319558,2018-09-21 17:07,【干货】 新手买啥呢?零差评化妆品分享| 不好用你捶我 之 彩妆卸妆 |,2018
,,40889672,,,,,,,,,,,
32691448,BV1nW411S7JH,57210703,570,1538210118,2018-09-29,29,16:35,05:17,09,121198,2018-09-29 16:35,【嫂】时隔半年的复仇 | 一个发人深省的年度伦理记录片 |,2018
31927623,BV19W411k7wF,55841759,193,1537183672,2018-09-17,17,19:27,07:26,09,80305,2018-09-17 19:27,【嫂】pack with me |  给即将留学的傻儿子收拾行李,2018
,,49083665,,,,,,,,,,,
,,45252219,,,,,,,,,,,
32757632,BV1rW411S7A8,57330140,491,1538300148,2018-09-30,30,17:35,10:53,09,241989,2018-09-30 17:35,【嫂】巨好用超高清 爆汗底妆实测10小时 | 健身减肥vlog,2018
32996692,BV1GW411U7PU,57753334,487,1538553763,2018-10-03,03,16:02,10:06,10,155204,2018-10-03 16:02,【嫂】干货向 |十分钟教你 从新手小白到化妆老司机| 错误vs正确化妆技巧,2018
33977694,BV1kt411Z7dH,59503568,4852,1539689835,2018-10-16,16,19:37,06:41,10,121096,2018-10-16 19:37,【嫂】 秋冬红棕枫叶妆 | 一支口红hold住全妆 精简产品让化妆更简单|,2018
,,49665018,,,,,,,,,,,
,,48433378,,,,,,,,,,,
11048333,BV1gx411a7QQ,18284503,1005,1496500813,2017-06-03,03,22:40,09:08,06,304066,2017-06-03 22:40,#男默女泪# 十分钟 +单件不超过80元产品 =东方邪术,2017
,,47800594,,,,,,,,,,,
,,46810220,,,,,,,,,,,
,,46230645,,,,,,,,,,,
12146513,BV1Bx411q7iZ,20027946,278,1499907638,2017-07-13,13,09:00,07:15,07,99926,2017-07-13 09:00,【宝剑嫂】贫民窟+手残党+新手妆=东方邪术的前奏,2017
,,50022294,,,,,,,,,,,
11363572,BV1dx41187ou,18791262,368,1497583379,2017-06-16,16,11:22,07:42,06,172838,2017-06-16 11:22,效果显著欧美妆+日常绝望新发型=  东方邪术2.0,2017
14316340,BV1jx411474y,23363564,381,1504961136,2017-09-09,09,20:45,07:37,09,133146,2017-09-09 20:45,新手第一次入手美瞳买哪些款？/ 这几款美瞳不挑人！谁带谁好看！,2017
,,51512024,,,,,,,,,,,
14689401,BV1Vx411G7Jj,23945444,308,1506071648,2017-09-22,22,17:14,13:57,09,197601,2017-09-22 17:14,【宝剑嫂】50元 ！染个自然又显白！出门被人夸的头发！ 欢度国庆吧！/ 自助染发 / 废话up,2017
14994042,BV1Rx411g76o,24424010,872,1506935137,2017-10-02,02,17:05,15:04,10,280191,2017-10-02 17:05,闭口痘痘全拜拜！两周快速修复大法！屏障修复科普 / 护肤技巧及雷区,2017
15360311,BV1Tx411g7ZY,25001601,1172,1507911921,2017-10-14,14,00:25,22:57,10,420165,2017-10-14 00:25,三分运动七分饮食  我的三十斤暴瘦经历了什么？,2017
,,54508304,,,,,,,,,,,
,,54089035,,,,,,,,,,,
,,52992381,,,,,,,,,,,
15513767,BV1px411M73p,25247152,347,1508331468,2017-10-18,18,20:57,12:48,10,130409,2017-10-18 20:57,痘脸瑕疵肌的平价亲妈级粉底液 只要八十元！人人都是无暇女孩！/ 换季爱用品推荐/ GRWM,2017
,,52347011,,,,,,,,,,,
14621856,BV17x411x7Lf,23840070,230,1505872814,2017-09-20,20,10:00,03:12,09,119329,2017-09-20 10:00,【宝剑嫂】丧气满满 - 酷出宇宙天际妆  /  平价 / 变脸 / 痘油皮 / 无人声纯听歌向,2017
,,55841759,,,,,,,,,,,
15946103,BV18x411E72K,26021930,370,1509604216,2017-11-02,02,14:30,04:42,11,231799,2017-11-02 14:30,你见过这样的骚操作吗？做作猪精女孩的日常变脸,2017
,,55258635,,,,,,,,,,,
,,57210703,,,,,,,,,,,
16277420,BV1mx41157rU,26560751,340,1510538430,2017-11-13,13,10:00,15:39,11,165012,2017-11-13 10:00,【自助染发】58元我居然染出了1580元的网红孔雀蓝！,2017
,,56254035,,,,,,,,,,,
17032369,BV1eW411Y7d4,27838341,468,1512647662,2017-12-07,07,19:54,19:54,12,153256,2017-12-07 19:54,约会前 猪猪女孩都经历了什么？,2017
18373831,BV1AW411v7yQ,29991354,431,1516095032,2018-01-16,16,17:30,14:07,01,211386,2018-01-16 17:30,【学生党送礼指南】均价50块 物美价廉 能买些啥！,2018
17928153,BV1EW411B7rQ,29267259,840,1514977530,2018-01-03,03,19:05,12:42,01,379849,2018-01-03 19:05,从肥宅到男神再到妖艳贱货 | 我经历了什么 ？,2018
,,18284503,,,,,,,,,,,
,,59503568,,,,,,,,,,,
,,57753334,,,,,,,,,,,
19025750,BV1jW411H78A,31037666,371,1517542222,2018-02-02,02,11:30,11:56,02,73661,2018-02-02 11:30,【嫂】vlog#01 一些有幸福感 开心的日常,2018
,,57330140,,,,,,,,,,,
16554752,BV1kx411V7kR,27002795,788,1511316050,2017-11-22,22,10:00,17:49,11,588634,2017-11-22 10:00,[GRWM] 超简单整容级化妆术 / 女装大佬的自我修养 / 今天您换脸了吗？,2017
19431844,BV13W411E7AN,31688252,2263,1518319818,2018-02-11,11,11:30,19:09,02,194586,2018-02-11 11:30,超详细！手残党都能画的新手妆！包学包会！,2018
,,23363564,,,,,,,,,,,
20039315,BV1bW41147Zr,32692752,409,1519545604,2018-02-25,25,16:00,09:14,02,151421,2018-02-25 16:00,把弟弟画成我 - 弟弟长大了会捶死我的视频,2018
,,18791262,,,,,,,,,,,
,,20027946,,,,,,,,,,,
34110635,BV1rt411d7nr,59748804,387,1539870640,2018-10-18,18,21:50,13:08,10,100408,2018-10-18 21:50,【嫂】湖南人在成都  | 爆火建设路小吃一条街 | 湖南全智吃的日常,2018
,,23840070,,,,,,,,,,,
34177762,BV1Vt411o7DA,59871316,753,1539958037,2018-10-19,19,22:07,15:31,10,172273,2018-10-19 22:07,【嫂】Roomtour | 一个人三只猫| 生活的仪式感 小户型收纳心得| 晚安视频,2018
35004036,BV1Tb411P7ho,61321373,3350,1540981676,2018-10-31,31,18:27,07:13,10,170276,2018-10-31 18:27,【嫂】做作精分的自我修养| 宁愿窒息也别买|爆炸好看回购八百年|美瞳分享,2018
36016114,BV1Ut41127hu,63223512,713,1542276814,2018-11-15,15,18:13,13:56,11,223886,2018-11-15 18:13,【嫂】GRWM瑕疵皮到奶油肌 | 牛奶杏子妆 | 聊聊生活中如何解压,2018
,,25247152,,,,,,,,,,,
36579241,BV1nt411y7tb,64233493,14143,1542964985,2018-11-23,23,17:23,09:33,11,239851,2018-11-23 17:23,【痣0】从黄皮到白皮 我经历了啥?！贫民窟女孩美白分享 |低成本 全干货|想白?进来!,2018
,,23945444,,,,,,,,,,,
36868459,BV19t41197Bm,64753926,1013,1543302044,2018-11-27,27,15:00,16:48,11,181805,2018-11-27 15:00,【独居日记#01】和我一起过一天 |聊聊考研&高考 如何坚持|,2018
37481870,BV1tt411Q76X,65885502,1347,1544009980,2018-12-05,05,19:39,10:03,12,750333,2018-12-05 19:39,【嫂】超显白橘子少女日常妆 | 烂脸期最爱的妆容分享|,2018
37861046,BV1bt411q75c,66559739,4966,1544429504,2018-12-10,10,16:11,11:46,12,168741,2018-12-10 16:11,【嫂】矮子乐 百元增高鞋| 显高显瘦|学生党必看 |6双鞋3个包|马丁靴 高跟鞋 工装鞋 长靴 雪地靴|,2018
,,26021930,,,,,,,,,,,
,,25001601,,,,,,,,,,,
,,24424010,,,,,,,,,,,
37945905,BV1dt411q7MQ,66701490,1285,1544531532,2018-12-11,11,20:32,13:23,12,150532,2018-12-11 20:32,【独居日记#02】 晨间晚间护肤 |十分钟出门简单妆| 秋冬挚爱产品分享|跟我一起过一天吧~,2018
,,26560751,,,,,,,,,,,
38457870,BV1Ft411v79V,67599892,2217,1545135997,2018-12-18,18,20:26,14:22,12,334485,2018-12-18 20:26,【嫂】清透日杂妆|保姆级化妆修图分享 |网骗的自我修养#2,2018
38132685,BV1Ft411i7yS,67028932,654,1544778480,2018-12-14,14,17:08,09:04,12,306973,2018-12-14 17:08,【嫂】拔草?种草?七件爆款棉服测评|不烂大街小众棉服分享| 100~600元|平价学生党|,2018
38889755,BV1et411k71G,68350463,1415,1545645646,2018-12-24,24,18:00,11:30,12,259566,2018-12-24 18:00,【嫂】异国恋见面，都会带些啥?（〃∀〃）,2018
,,31037666,,,,,,,,,,,
39328365,BV1qt411z7Md,69103620,5161,1546087504,2018-12-29,29,20:45,24:03,12,846391,2018-12-29 20:45,【嫂】异国恋终于见面啦| 建筑生的恋爱日常 |私奔第一站巴塞罗那|恋爱vlog#02,2018
,,29267259,,,,,,,,,,,
,,27002795,,,,,,,,,,,
41012145,BV1ot411h72b,72037754,10851,1547779219,2019-01-18,18,10:40,17:55,01,1159145,2019-01-18 10:40,【嫂】致每一个对生活失望的人| 超燃逆袭| 校园霸凌 |讨好型人格|杀不死我的 使我更强大（上）,2019
,,29991354,,,,,,,,,,,
,,31688252,,,,,,,,,,,
,,59748804,,,,,,,,,,,
39994568,BV1yt411x7Qt,70238093,1604,1546690539,2019-01-05,05,20:15,12:10,01,207902,2019-01-05 20:15,【嫂】边染头边化妆|平价显白发色|新年苹果妆容! |米兰跨年vlog|,2019
40432907,BV1qt411p7ez,71012469,2014,1547184658,2019-01-11,11,13:30,16:46,01,304445,2019-01-11 13:30,【嫂】异国恋私奔第二站♡| 葡萄牙 里斯本|落日|提升幸福感的瞬间|恋爱vlog#03,2019
,,32692752,,,,,,,,,,,
,,27838341,,,,,,,,,,,
,,65885502,,,,,,,,,,,
41499074,BV15t411b7a3,72877516,1475,1548249062,2019-01-23,23,21:11,12:01,01,261308,2019-01-23 21:11,【嫂】土系玫瑰色妆容 |新产品上脸实测 |（无广）,2019
,,64233493,,,,,,,,,,,
43871376,BV1wb41117ck,76851364,6690,1550401261,2019-02-17,17,19:01,11:41,02,408628,2019-02-17 19:01,【我的最爱护肤分享】 熬夜党必看！！,2019
,,63223512,,,,,,,,,,,
42588358,BV1ub411r7Ay,74736865,3998,1549249613,2019-02-04,04,11:06,11:30,02,234152,2019-02-04 11:06,【嫂】0难度! 乖巧学生妆容| 爆炸开心的视频! grwm聊聊新年计划,2019
42260595,BV1ub411k7ad,74180587,5462,1548941539,2019-01-31,31,21:32,12:04,01,584898,2019-01-31 21:32,【嫂】百元预算| 给自己买啥礼物？| 巨98k惊喜的开箱 |护肤彩妆 上脸第一印象,2019
,,61321373,,,,,,,,,,,
42958518,BV1nb41167zk,75321176,2647,1549622187,2019-02-08,08,18:36,07:42,02,199288,2019-02-08 18:36,【纯干货】扁平脸必备| 清透初恋颜vs性感小野猫 | 我的最爱两款妆容分享,2019
43338287,BV16b411m7oE,75966751,3376,1549977242,2019-02-12,12,21:14,13:00,02,414449,2019-02-12 21:14,【Tony老师绝不会告诉你的5件事】一年漂染⑦次 我的超强护发分享,2019
,,59871316,,,,,,,,,,,
,,64753926,,,,,,,,,,,
,,66701490,,,,,,,,,,,
,,66559739,,,,,,,,,,,
,,68350463,,,,,,,,,,,
44777382,BV1wb411h7TU,78387175,3217,1551186435,2019-02-26,26,21:07,19:02,02,1041122,2019-02-26 21:07,【从竞争对手到谈恋爱？】读评论|异国恋Q&A|聊天向,2019
,,67028932,,,,,,,,,,,
44952641,BV1Pb411b76n,78728465,2137,1551360289,2019-02-28,28,21:24,09:13,02,304124,2019-02-28 21:24,【五分钟快速出门术】 谁都看不出来我化妆了！|开学日常妆 返校好气色|,2019
45488101,BV1pb411q7xb,79644790,3376,1551852520,2019-03-06,06,14:08,21:28,03,380130,2019-03-06 14:08,【同居vlog】异地恋|男朋友走的前两天,2019
45610138,BV1Sb411q7fo,79858374,3000,1551965027,2019-03-07,07,21:23,21:38,03,769413,2019-03-07 21:23,【揭秘！百万博主的家是啥样？】带你来看我的新家！| roomtour | 收纳 |,2019
,,67599892,,,,,,,,,,,
,,69103620,,,,,,,,,,,
44691144,BV1sb41187ke,78238081,2711,1551099686,2019-02-25,25,21:01,08:57,02,323047,2019-02-25 21:01,【全线测评】红黑榜 | 烂脸暗疮痘印之光？| 国货药妆创尔美全线测评 | 公平公正,2019
,,70238093,,,,,,,,,,,
43972960,BV1Yb41117XV,77026784,23681,1550485370,2019-02-18,18,18:22,10:55,02,4061552,2019-02-18 18:22,【70w粉丝，激励计划是多少？】一天花完是什么体验？,2019
44430331,BV1mb411h7Dh,77790634,11890,1550889042,2019-02-23,23,10:30,17:38,02,3878189,2019-02-23 10:30,【大二经济独立？投资收入过万？我的超强理财习惯分享！】收藏向 | 全干货 | 适用学生党 |我的经验分享,2019
,,72877516,,,,,,,,,,,
45976895,BV1bb411e7Rg,80543062,2503,1552283401,2019-03-11,11,13:50,16:10,03,228481,2019-03-11 13:50,独居日记#03 跟我一起宅一天  |给猫猫洗澡|暴风拆快递| 试妆容 |产品实测,2019
,,71012469,,,,,,,,,,,
,,75966751,,,,,,,,,,,
,,72037754,,,,,,,,,,,
77839188,BV1ZJ411z7nT,133274747,1222,1575345621,2019-12-03,03,12:00,06:55,12,1811531,2019-12-03 12:00,惊了！百万up主今年最后1个flag竟然是...,2019
,,75321176,,,,,,,,,,,
77901159,BV1vJ411q7Ej,133363089,947,1575367236,2019-12-03,03,18:00,14:17,12,309801,2019-12-03 18:00,【嫂】GRWM用新买的彩妆画个妆！无广！一个重大决定！唠唠规划和生活～,2019
78055015,BV1WJ411B7Lv,133545222,5513,1575464702,2019-12-04,04,21:05,15:02,12,377841,2019-12-04 21:05,【爆爽种草&吐槽！双十一快递合集】pr礼包开箱 购物分享！,2019
88036798,BV1w7411t7xy,150334881,1848,1581341051,2020-02-10,10,21:24,04:20,02,403202,2020-02-10 21:24,【嫂】高级感富贵大小姐妆｜韩剧财阀女一号就是你,2020
,,74180587,,,,,,,,,,,
,,74736865,,,,,,,,,,,
88209916,BV1t741157fD,150678276,3027,1581414572,2020-02-11,11,17:49,05:47,02,3106024,2020-02-11 17:49,偷偷在懒人沙发里放满气球，我直接把男友炸飞天...,2020
,,76851364,,,,,,,,,,,
89225453,BV167411J7Xq,152397527,1314,1581774284,2020-02-15,15,21:44,06:21,02,818103,2020-02-15 21:44,【嫂】四个月！脸终于好了！0踩雷分享！,2020
89464415,BV1p7411E7Lz,152802388,1833,1581860583,2020-02-16,16,21:43,08:31,02,293075,2020-02-16 21:43,【嫂】春天来了？7mins搞定人手必备清爽元气妆！,2020
90333202,BV1X7411A7rN,154270987,3622,1582188608,2020-02-20,20,16:50,07:08,02,911948,2020-02-20 16:50,男朋友不爱看甜宠剧？打一顿就好了！,2020
,,78238081,,,,,,,,,,,
90907803,BV1i7411c7Dw,155215119,3855,1582423533,2020-02-23,23,10:05,07:15,02,4193443,2020-02-23 10:05,玩大了！假装砸了男朋友的绝版乐高，结果居然...,2020
91924736,BV1U7411K7qW,156958196,1128,1582722438,2020-02-26,26,21:07,04:06,02,768671,2020-02-26 21:07,当我送男朋友一瓶790元的护肤品....,2020
92182733,BV147411N7n5,157387451,2073,1582809729,2020-02-27,27,21:22,10:39,02,455815,2020-02-27 21:22,朋友圈点赞100+网骗妆||五官普通如何将优点最大化？,2020
92667984,BV1SE411J7AN,158215176,9558,1582979975,2020-02-29,29,20:39,14:07,02,640623,2020-02-29 20:39,惊！你绝对不知道女生的化妆间到底多恐怖！,2020
,,78728465,,,,,,,,,,,
,,77026784,,,,,,,,,,,
93388049,BV1FE41147sC,159444816,3694,1583232854,2020-03-03,03,18:54,07:23,03,538527,2020-03-03 18:54,【嫂】好用又划算 | 38节超值购物清单！平价贵价top4！,2020
93902665,BV1jE411W7XG,160319594,987,1583399139,2020-03-05,05,17:05,11:52,03,650166,2020-03-05 17:05,鸩凫虖峄…满屏生僻字？“脱线女孩”祖鹅在线求放过！【UP！大明星】,2020
,,79858374,,,,,,,,,,,
,,79644790,,,,,,,,,,,
,,77790634,,,,,,,,,,,
,,78387175,,,,,,,,,,,
,,80543062,,,,,,,,,,,
,,152802388,,,,,,,,,,,
,,150334881,,,,,,,,,,,
,,133363089,,,,,,,,,,,
,,152397527,,,,,,,,,,,
,,133274747,,,,,,,,,,,
,,150678276,,,,,,,,,,,
,,133545222,,,,,,,,,,,
,,160319594,,,,,,,,,,,
,,159444816,,,,,,,,,,,
,,158215176,,,,,,,,,,,
,,157387451,,,,,,,,,,,
,,156958196,,,,,,,,,,,
,,155215119,,,,,,,,,,,
,,154270987,,,,,,,,,,,
